Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DOV,Dover Corporation,113.13,$16.43B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dov
DOW,Dow Inc.,54.17,$40.17B,2019,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dow
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,14.97,$567.81M,2011,n/a,n/a,https://old.nasdaq.com/symbol/dpg
DPLO,"Diplomat Pharmacy, Inc.",3.92,$297.91M,2014,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/dplo
DPZ,Domino&#39;s Pizza Inc,292.15,$11.95B,2004,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dpz
DQ,DAQO New Energy Corp.,49.67,$659.68M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/dq
DRD,DRDGOLD Limited,4.53,$311.19M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/drd
DRE,Duke Realty Corporation,34.44,$12.66B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dre
DRH,Diamondrock Hospitality Company,10.85,$2.17B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh
DRI,"Darden Restaurants, Inc.",116.02,$14.22B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri
DRQ,"Dril-Quip, Inc.",46.35,$1.68B,1997,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/drq
DRUA,"Dominion Energy, Inc.",26.25,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/drua
DS,Drive Shack Inc.,3.76,$252.13M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,25.8004,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,23.9333,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,23.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^d
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,3.75,$98.28M,2014,n/a,n/a,https://old.nasdaq.com/symbol/dse
DSL,DoubleLine Income Solutions Fund,19.54,$1.98B,2013,n/a,n/a,https://old.nasdaq.com/symbol/dsl
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",7.96,$392.98M,1989,n/a,n/a,https://old.nasdaq.com/symbol/dsm
DSSI,Diamond S Shipping Inc.,15.34,$620.56M,2019,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DSU,"Blackrock Debt Strategies Fund, Inc.",11.06,$549.66M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dsu
DSX,Diana Shipping inc.,3.19,$299.65M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,25.5702,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dsx^b
DT,"Dynatrace, Inc.",25.33,$7.11B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt
DTE,DTE Energy Company,127.48,$24.49B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.6906,$125.17M,1991,n/a,n/a,https://old.nasdaq.com/symbol/dtf
DTJ,DTE Energy Company,25.71,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj
DTLA^,Brookfield DTLA Inc.,19.9701,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtla^
DTP,DTE Energy Company,50.83,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp
DTQ,DTE Energy Company,25.26,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtq
DTW,DTE Energy Company,26.32,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,26.84,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.14,$251.3M,1993,n/a,n/a,https://old.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,90.49,$65.97B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,27.7,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,26.87,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.59,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh
DVA,DaVita Inc.,72.48,$9.29B,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DVD,"Dover Motorsports, Inc.",1.9,$69.24M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd
DVN,Devon Energy Corporation,23.85,$9.16B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DX,"Dynex Capital, Inc.",16.9,$387.79M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",26.1455,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",25.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^b
DXB,Deutsche Bank AG,25.85,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/dxb
DXC,DXC Technology Company,37.02,$9.48B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",46.84,$1.48B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy
E,ENI S.p.A.,30.31,$55.08B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
EAB,"Entergy Arkansas, LLC",25.36,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, LLC",25.41,n/a,2013,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eae
EAF,GrafTech International Ltd.,12.17,$3.52B,2018,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eaf
EAI,"Entergy Arkansas, LLC",25.96,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai
EARN,Ellington Residential Mortgage REIT,11.14,$138.68M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn
EAT,"Brinker International, Inc.",42.32,$1.58B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/eat
EB,"Eventbrite, Inc.",19.74,$1.67B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb
EBF,"Ennis, Inc.",20.7,$540.34M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,8.89,$12.03B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/ebr.b
EBS,"Emergent Biosolutions, Inc.",51.21,$2.64B,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs
EC,Ecopetrol S.A.,19.83,$40.77B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
ECA,Encana Corporation,4.4,$5.72B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eca
ECC           ,Eagle Point Credit Company Inc.,14.53,$387.45M,2014,n/a,n/a,https://old.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.7646,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,26.3,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,25.76,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,25.41,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/eccy
ECL,Ecolab Inc.,185.98,$53.61B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
ECOM          ,ChannelAdvisor Corporation,9.24,$259.26M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ecom
ECT,ECA Marcellus Trust I,0.72,$12.68M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect
ED,Consolidated Edison Inc,88.23,$29.33B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ed
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.01,$463.64M,2007,n/a,n/a,https://old.nasdaq.com/symbol/edd
EDF,Stone Harbor Emerging Markets Income Fund,13.3,$216.47M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,11.69,$113.86M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),5.77,$252.46M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn
EDU,"New Oriental Education & Technology Group, Inc.",122.76,$19.45B,2006,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/edu
EE,El Paso Electric Company,67.6,$2.75B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee
EEA,"European Equity Fund, Inc. (The)",9.5,$73.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eea
EEX,"Emerald Expositions Events, Inc.",10.4,$742.74M,2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex
EFC,Ellington Financial Inc.,18.05,$686.11M,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/efc
EFC^A,Ellington Financial Inc.,25.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/efc^a
EFF,Eaton vance Floating-Rate Income Plus Fund,15.7,$119.42M,2013,n/a,n/a,https://old.nasdaq.com/symbol/eff
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.37,$221.24M,2017,n/a,n/a,https://old.nasdaq.com/symbol/efl
EFR,Eaton Vance Senior Floating-Rate Fund,13.26,$488.61M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr
EFT,Eaton Vance Floating Rate Income Trust,13.71,$546.53M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eft
EFX,"Equifax, Inc.",138.25,$16.74B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
EGF,"Blackrock Enhanced Government Fund, Inc",13.07,$61.89M,2005,n/a,n/a,https://old.nasdaq.com/symbol/egf
EGHT,8x8 Inc,18.4,$1.84B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
EGIF,Eagle Growth and Income Opportunities Fund,16.72,$120.06M,2015,n/a,n/a,https://old.nasdaq.com/symbol/egif
EGO,Eldorado Gold Corporation,7.19,$1.14B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
EGP,"EastGroup Properties, Inc.",132.98,$5.11B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EGY,"VAALCO Energy, Inc. ",2.02,$117.94M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/egy
EHC,Encompass Health Corporation,69.77,$6.88B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
EHI,Western Asset Global High Income Fund Inc,9.88,$435.77M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ehi
EHT,Eaton Vance High Income 2021 Target Term Trust,10.1,$216.76M,2016,n/a,n/a,https://old.nasdaq.com/symbol/eht
EIC,Eagle Point Income Company Inc.,18.41,$22.09M,2019,n/a,n/a,https://old.nasdaq.com/symbol/eic
EIG,Employers Holdings Inc,43.5,$1.38B,2007,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig
EIX,Edison International,74,$26.54B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
EL,"Estee Lauder Companies, Inc. (The)",204.03,$73.41B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
ELAN,Elanco Animal Health Incorporated,28.31,$10.56B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
ELC,"Entergy Louisiana, Inc.",25.85,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc
ELF,"e.l.f. Beauty, Inc.",15.5,$774.99M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf
ELJ,"Entergy Louisiana, Inc.",25.79,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj
ELP,Companhia Paranaense de Energia (COPEL),16.23,$4.44B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
ELS,"Equity Lifestyle Properties, Inc.",69.58,$12.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
ELU,"Entergy Louisiana, Inc.",25.5,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu
ELVT,"Elevate Credit, Inc.",4.26,$188.11M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
ELY,Callaway Golf Company,20.86,$1.96B,1992,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely
EMD,Western Asset Emerging Markets Debt Fund Inc,14.08,$855.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emd
EME,"EMCOR Group, Inc.",87.84,$4.93B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme
EMF,Templeton Emerging Markets Fund,15.13,$252.74M,1987,n/a,n/a,https://old.nasdaq.com/symbol/emf
EMN,Eastman Chemical Company,78.92,$10.73B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,8.26,$592.36M,2011,n/a,n/a,https://old.nasdaq.com/symbol/emo
EMP,"Entergy Mississippi, LLC",26.13,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp
EMR,Emerson Electric Company,76.16,$46.39B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr
ENB,Enbridge Inc,38.63,$78.18B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,27.1,n/a,2018,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba
ENBL,"Enable Midstream Partners, LP",10.27,$4.47B,2014,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl
ENIA,Enel Americas S.A.,10.94,$16.46B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,4.72,$6.53B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic
ENJ,"Entergy New Orleans, LLC",25.35,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj
ENLC,"EnLink Midstream, LLC",5.47,$2.67B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
ENO,"Entergy New Orleans, LLC",26.2,n/a,2016,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno
ENR,"Energizer Holdings, Inc.",50.3,$3.48B,2015,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr
ENR^A,"Energizer Holdings, Inc.",106.856,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enr^a
ENS,Enersys,74.9,$3.17B,2004,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens
ENV,"Envestnet, Inc",70.09,$3.68B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
ENVA,"Enova International, Inc.",23.24,$784.82M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
ENZ,"Enzo Biochem, Inc.",2.58,$126.23M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
EOD,Wells Fargo Global Dividend Opportunity Fund,5.5,$242.3M,2007,n/a,n/a,https://old.nasdaq.com/symbol/eod
EOG,"EOG Resources, Inc.",77.91,$45.33B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
EOI,Eaton Vance Enhance Equity Income Fund,15.71,$616.6M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,17.58,$838.38M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
EOT,Eaton Vance Municipal Income Trust,21.64,$329.76M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
EP^C,El Paso Corporation,49.5,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
EPAC,Actuant Corporation,26.67,$1.61B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
EPAM,"EPAM Systems, Inc.",212.2,$11.67B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
EPC,Edgewell Personal Care,31.99,$1.73B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EPD,Enterprise Products Partners L.P.,27.7,$60.64B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
EPR,EPR Properties,68.51,$5.38B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
EPR^C,EPR Properties,31.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,38.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,25.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^g
EPRT,"Essential Properties Realty Trust, Inc.",25.17,$2.04B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
EQC,Equity Commonwealth,31.44,$3.83B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,29.235,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqc^d
EQH,"AXA Equitable Holdings, Inc.",24.83,$16B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQH^A,"AXA Equitable Holdings, Inc.",25.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
EQM,"EQM Midstream Partners, LP",25.39,$5.27B,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/eqm
EQNR,Equinor ASA,18.91,$62.51B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
EQR,Equity Residential,81.5,$30.27B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.58,$21.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs
EQT,EQT Corporation,9.73,$2.49B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
ERA,"Era Group, Inc.",9.93,$211.4M,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/era
ERF,Enerplus Corporation,6.69,$1.48B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
ERJ,Embraer S.A.,18.79,$3.45B,2000,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj
EROS,Eros International PLC,3.03,$333.73M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
ES,Eversource Energy,82.05,$26.56B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
ESE,ESCO Technologies Inc.,87.74,$2.28B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
ESI,Element Solutions Inc.,11.46,$2.88B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
ESNT,Essent Group Ltd.,53.84,$5.3B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
ESRT,"Empire State Realty Trust, Inc.",13.76,$4.97B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
ESS,"Essex Property Trust, Inc.",300.99,$19.89B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
ESTC,Elastic N.V.,62.15,$5.02B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
ESTE,"Earthstone Energy, Inc.",5.84,$377.07M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
ET,Energy Transfer L.P.,12.8,$34.36B,1996,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.34,$434.07M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,18.09,$1.38B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETH,Ethan Allen Interiors Inc.,17.93,$476.75M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
ETI^,Entergy Texas Inc,26.4241,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eti^
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.29,$591.49M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
ETM,Entercom Communications Corp.,5.02,$672.33M,1999,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm
ETN,"Eaton Corporation, PLC",94.08,$38.89B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,25.89,$393.13M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETP^C,"Energy Transfer Operating, L.P.",23.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",24.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",24.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^e
ETR,Entergy Corporation,119.12,$23.72B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
ETRN,Equitrans Midstream Corporation,11.35,$2.89B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
ETV,Eaton Vance Corporation,14.96,$1.25B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,10.33,$1.11B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.64,$234.47M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,12.48,$1.87B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
EURN,Euronav NV,11.57,$2.49B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
EV,Eaton Vance Corporation,47.61,$5.41B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
