Symbol,Name, Sector,Industry,Summary_quote
DS^C,Drive Shack Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ds^d
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,n/a,n/a,https://old.nasdaq.com/symbol/dse
DSL,DoubleLine Income Solutions Fund,n/a,n/a,https://old.nasdaq.com/symbol/dsl
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/dsm
DSSI,Diamond S Shipping Inc.,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DSU,"Blackrock Debt Strategies Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/dsu
DSX,Diana Shipping inc.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,n/a,n/a,https://old.nasdaq.com/symbol/dsx^b
DT,"Dynatrace, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt
DTE,DTE Energy Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/dtf
DTJ,DTE Energy Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj
DTLA^,Brookfield DTLA Inc.,n/a,n/a,https://old.nasdaq.com/symbol/dtla^
DTP,DTE Energy Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp
DTQ,DTE Energy Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtq
DTW,DTE Energy Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh
DVA,DaVita Inc.,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DVD,"Dover Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd
DVN,Devon Energy Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DX,"Dynex Capital, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/dx^b
DXB,Deutsche Bank AG,Finance,Major Banks,https://old.nasdaq.com/symbol/dxb
DXC,DXC Technology Company,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy
E,ENI S.p.A.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
EAB,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eae
EAF,GrafTech International Ltd.,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/eaf
EAI,"Entergy Arkansas, LLC",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai
EARN,Ellington Residential Mortgage REIT,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn
EAT,"Brinker International, Inc.",Consumer Services,Restaurants,https://old.nasdaq.com/symbol/eat
EB,"Eventbrite, Inc.",Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb
EBF,"Ennis, Inc.",Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,https://old.nasdaq.com/symbol/ebr.b
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs
EC,Ecopetrol S.A.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
ECA,Encana Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eca
ECC           ,Eagle Point Credit Company Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,n/a,n/a,https://old.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,n/a,n/a,https://old.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,n/a,n/a,https://old.nasdaq.com/symbol/eccy
ECL,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ecom
ECT,ECA Marcellus Trust I,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect
ED,Consolidated Edison Inc,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ed
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/edd
EDF,Stone Harbor Emerging Markets Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/edi
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/edu
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee
EEA,"European Equity Fund, Inc. (The)",n/a,n/a,https://old.nasdaq.com/symbol/eea
EEX,"Emerald Expositions Events, Inc.",Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex
EFC,Ellington Financial Inc.,Finance,Real Estate,https://old.nasdaq.com/symbol/efc
EFC^A,Ellington Financial Inc.,n/a,n/a,https://old.nasdaq.com/symbol/efc^a
EFF,Eaton vance Floating-Rate Income Plus Fund,n/a,n/a,https://old.nasdaq.com/symbol/eff
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,n/a,n/a,https://old.nasdaq.com/symbol/efl
EFR,Eaton Vance Senior Floating-Rate Fund,n/a,n/a,https://old.nasdaq.com/symbol/efr
EFT,Eaton Vance Floating Rate Income Trust,n/a,n/a,https://old.nasdaq.com/symbol/eft
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
EGF,"Blackrock Enhanced Government Fund, Inc",n/a,n/a,https://old.nasdaq.com/symbol/egf
EGHT,8x8 Inc,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
EGIF,Eagle Growth and Income Opportunities Fund,n/a,n/a,https://old.nasdaq.com/symbol/egif
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
EGP,"EastGroup Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EGY,"VAALCO Energy, Inc. ",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/egy
EHC,Encompass Health Corporation,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
EHI,Western Asset Global High Income Fund Inc,n/a,n/a,https://old.nasdaq.com/symbol/ehi
EHT,Eaton Vance High Income 2021 Target Term Trust,n/a,n/a,https://old.nasdaq.com/symbol/eht
EIC,Eagle Point Income Company Inc.,n/a,n/a,https://old.nasdaq.com/symbol/eic
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig
EIX,Edison International,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
ELAN,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
ELC,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf
ELJ,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
ELU,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu
ELVT,"Elevate Credit, Inc.",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely
EMD,Western Asset Emerging Markets Debt Fund Inc,n/a,n/a,https://old.nasdaq.com/symbol/emd
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme
EMF,Templeton Emerging Markets Fund,n/a,n/a,https://old.nasdaq.com/symbol/emf
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,n/a,n/a,https://old.nasdaq.com/symbol/emo
EMP,"Entergy Mississippi, LLC",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr
ENB,Enbridge Inc,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba
ENBL,"Enable Midstream Partners, LP",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl
ENIA,Enel Americas S.A.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic
ENJ,"Entergy New Orleans, LLC",Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj
ENLC,"EnLink Midstream, LLC",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
ENO,"Entergy New Orleans, LLC",Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr
ENR^A,"Energizer Holdings, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/enr^a
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens
ENV,"Envestnet, Inc",Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
EOD,Wells Fargo Global Dividend Opportunity Fund,n/a,n/a,https://old.nasdaq.com/symbol/eod
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
EOI,Eaton Vance Enhance Equity Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,n/a,n/a,https://old.nasdaq.com/symbol/eos
EOT,Eaton Vance Municipal Income Trust,n/a,n/a,https://old.nasdaq.com/symbol/eot
EP^C,El Paso Corporation,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
EPAC,Actuant Corporation,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
EPAM,"EPAM Systems, Inc.",Technology,EDP Services,https://old.nasdaq.com/symbol/epam
EPC,Edgewell Personal Care,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
EPR^C,EPR Properties,n/a,n/a,https://old.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,n/a,n/a,https://old.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,n/a,n/a,https://old.nasdaq.com/symbol/epr^g
EPRT,"Essential Properties Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,n/a,n/a,https://old.nasdaq.com/symbol/eqc^d
EQH,"AXA Equitable Holdings, Inc.",Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQH^A,"AXA Equitable Holdings, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
EQM,"EQM Midstream Partners, LP",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/eqm
EQNR,Equinor ASA,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/eqs
EQT,EQT Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
ERA,"Era Group, Inc.",Transportation,Transportation Services,https://old.nasdaq.com/symbol/era
ERF,Enerplus Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
ERJ,Embraer S.A.,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj
EROS,Eros International PLC,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
ES,Eversource Energy,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
ESE,ESCO Technologies Inc.,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
ESI,Element Solutions Inc.,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
ET,Energy Transfer L.P.,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/etb
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
ETI^,Entergy Texas Inc,n/a,n/a,https://old.nasdaq.com/symbol/eti^
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/etj
ETM,Entercom Communications Corp.,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETP^C,"Energy Transfer Operating, L.P.",n/a,n/a,https://old.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",n/a,n/a,https://old.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",n/a,n/a,https://old.nasdaq.com/symbol/etp^e
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
ETRN,Equitrans Midstream Corporation,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
ETV,Eaton Vance Corporation,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,n/a,n/a,https://old.nasdaq.com/symbol/etw
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,n/a,n/a,https://old.nasdaq.com/symbol/etx
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/ety
EURN,Euronav NV,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
EV,Eaton Vance Corporation,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
EVA,"Enviva Partners, LP",Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
EVF,Eaton Vance Senior Income Trust,n/a,n/a,https://old.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/evg
EVH,"Evolent Health, Inc",Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh
EVN,Eaton Vance Municipal Income Trust,n/a,n/a,https://old.nasdaq.com/symbol/evn
EVR,Evercore Inc.,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr
EVRG,"Evergy, Inc.",Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
EVRI,Everi Holdings Inc.,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/evt
EVTC,"Evertec, Inc.",Technology,EDP Services,https://old.nasdaq.com/symbol/evtc
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,n/a,n/a,https://old.nasdaq.com/symbol/exd
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/exg
EXK,Endeavour Silver Corporation,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk
EXP,Eagle Materials Inc,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp
EXPR,"Express, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
EXTN,Exterran Corporation,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn
EZT,Entergy Texas Inc,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ezt
F,Ford Motor Company,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/f
F^B,Ford Motor Company,n/a,n/a,https://old.nasdaq.com/symbol/f^b
FAF,First American Corporation (The),Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf
FAM,First Trust/Aberdeen Global Opportunity Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/fam
FBC,"Flagstar Bancorp, Inc.",Finance,Savings Institutions,https://old.nasdaq.com/symbol/fbc
FBHS,"Fortune Brands Home & Security, Inc.",Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/fbhs
FBK,FB Financial Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk
FBM,"Foundation Building Materials, Inc.",Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fbm
FBP,First BanCorp.,Finance,Major Banks,https://old.nasdaq.com/symbol/fbp
FC,Franklin Covey Company,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/fc
FCAU,Fiat Chrysler Automobiles N.V.,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fcau
FCF,First Commonwealth Financial Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/fcf
FCN,"FTI Consulting, Inc.",Consumer Services,Professional Services,https://old.nasdaq.com/symbol/fcn
FCPT,"Four Corners Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fcpt
FCT,First Trust Senior Floating Rate Income Fund II,n/a,n/a,https://old.nasdaq.com/symbol/fct
